;Available since;Garden;Latitude;Link;Listing_status;Longitude;Neighbourhood;Number of bedrooms;Number of rooms;Price;Street;Surface (m²);Total volume (m³);Type;Year built;Zipcode
318;14-05-2018;['No'];52.40349621;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380062/jesse-owenshof;Beschikbaar;4.92106861;Banne Buiksloot;2;4;400000;Jesse Owenshof;103;299;Appartement;1995;1034WT
319;> 3 maanden;['No'];52.36658455;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002349385/ten-katestraat;Beschikbaar;4.86727834;Van Lennepbuurt;[];1;275000;Ten Katestraat;42;299;Appartement;1894;1053BZ
320;03-04-2018;['No'];52.37687945;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002344398/elckerlijcstraat;Beschikbaar;4.84806603;Erasmuspark;2;3;299000;Elckerlijcstraat;49;161;Appartement;[];1055AN
321;> 3 maanden;['Yes', 'balkon. Orientatie: Zuid'];52.3645097;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002333070/boutenburg;Verkocht onder voorbehoud;4.80208611;Osdorp-Oost;2;3;209000;Boutenburg;65;195;Woonhuis;1961;1068XZ
322;> 3 maanden;['No'];52.38645347;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002379548/prinseneiland;Beschikbaar;4.88747779;Haarlemmerbuurt;2;3;725000;Prinseneiland;133;425;Appartement;[];1013LL
323;> 3 maanden;['No'];52.37756341;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002383576/koggestraat;Beschikbaar;4.89361394;Burgwallen-Nieuwe Zijde;2;3;550000;Koggestraat;71;425;Appartement;1906;1012TA
324;28-03-2018;['No'];52.3815117;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002342204/rochussenstraat;Verkocht onder voorbehoud;4.868998;Staatsliedenbuurt;1;2;430000;Rochussenstraat;82;242;Appartement;1915;1051JK
325;> 3 maanden;['No'];52.36923761;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002308284/entrepothof;Verkocht onder voorbehoud;4.93559798;Oostelijk Havengebied;2;3;350000;Entrepothof;79;241;Appartement;1991;1019DJ
326;> 3 maanden;['No'];52.36326903;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002372664/keizersgracht;Beschikbaar;4.89483002;Grachtengordel-West;1;2;875000;Keizersgracht;88;400;Appartement;1690;1017EV
327;20-03-2018;['No'];52.36205717;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002350810/vondelstraat;Beschikbaar;4.87609592;Museumkwartier;3;4;1250000;Vondelstraat;127;467;Appartement;1871;1054GG
328;22-05-2018;['Yes', 'achtertuin'];52.37679686;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002384121/marieken-van-nimwegenstraat;Beschikbaar;4.84966779;Erasmuspark;2;3;425000;Marieken van Nimwegenstraat;96;322;Appartement;1940;1055BL
329;> 3 maanden;['No'];52.35906509;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002362569/langswater;Verkocht onder voorbehoud;4.78810911;De Punt;3;4;214500;Langswater;72;223;Appartement;1970;1069EH
330;08-05-2018;['Yes', 'achtertuin'];52.37057835;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373147/poolstraat;Beschikbaar;4.92207532;Oostelijke Eilanden/Kadijken;1;2;325000;Poolstraat;59;184;Appartement;1983;1018LR
331;17-05-2018;['Yes', 'zonneterras'];52.35593611;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380723/warmondstraat;Beschikbaar;4.84962691;Hoofddorppleinbuurt;2;3;445000;Warmondstraat;64;196;Appartement;1931;1058KS
332;03-05-2018;['No'];52.34105602;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002387121/president-kennedylaan;Bieding;4.89379975;Scheldebuurt;2;4;450000;President Kennedylaan;80;209;Appartement;1934;1079NX
333;21-05-2018;['Yes', 'zonneterras'];52.36472557;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002383351/kerkstraat;Beschikbaar;4.8863865;Grachtengordel-Zuid;2;3;825000;Kerkstraat;101;405;Appartement;[];1017GN
334;18-05-2018;['No'];52.37960058;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002383061/trouringhstraat;Beschikbaar;4.84759234;Erasmuspark;3;4;289000;Trouringhstraat;66;215;Appartement;1940;1055HC
335;18-05-2018;['No'];52.3771271;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382944/goeman-borgesiusstraat;Beschikbaar;4.79998109;Geuzenveld;2;3;360000;Goeman Borgesiusstraat;99;235;Appartement;1957;1067LN
336;> 3 maanden;['Yes', 'zonneterras'];52.36307263;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002281035/ijburglaan;Beschikbaar;4.98300761;IJburg West;3;5;650000;IJburglaan;156;524;Woonhuis;2010;1086ZJ
337;> 3 maanden;['No'];52.35455219;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002253034/van-woustraat;Verkocht onder voorbehoud;4.90166413;Oude Pijp;1;2;250000;Van Woustraat;38;93;Appartement;[];1074AE
338;> 3 maanden;['No'];52.32592968;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0001899882/dalsteindreef;Beschikbaar;4.94617459;Bijlmer-Centrum (D, F, H);4;5;239990;Dalsteindreef;104;270;Appartement;1985;1102WZ
339;01-05-2018;['No'];52.36506069;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002366816/kerkstraat;Beschikbaar;4.88584659;Grachtengordel-Zuid;2;3;699000;Kerkstraat;74;211;Appartement;1906;1017GM
340;> 3 maanden;['No'];52.31030087;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002388635/leksmondhof;Beschikbaar;4.98159603;Nellestein;[];5;250000;Leksmondhof;92;211;Appartement;1970;1108EN
341;> 3 maanden;['No'];52.35558001;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002341860/gerard-doustraat;Beschikbaar;4.89159793;Oude Pijp;1;1;235000;Gerard Doustraat;33;89;Appartement;[];1072VW
342;19-04-2018;['No'];52.38396357;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002358912/bentinckstraat;Verkocht onder voorbehoud;4.87478588;Staatsliedenbuurt;1;2;250000;Bentinckstraat;40;123;Appartement;[];1051GC
343;17-05-2018;['No'];52.35778117;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382261/hemonystraat;Beschikbaar;4.90224534;Oude Pijp;[];6;1730000;Hemonystraat;237;850;Appartement;1881;1074BL
344;13-04-2018;['No'];52.38354883;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002367871/eerste-nassaustraat;Verkocht onder voorbehoud;4.87865363;Staatsliedenbuurt;[];5;675000;Eerste Nassaustraat;100;331;Appartement;1905;1052BE
345;> 3 maanden;['No'];52.33176393;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002255941/arent-janszoon-ernststraat;Beschikbaar;4.88133002;Buitenveldert-West;3;4;449500;Arent Janszoon Ernststraat;100;331;Appartement;1986;1083JN
346;> 3 maanden;['Yes', 'ja'];52.39248867;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002360799/zwaagstraat;Verkocht onder voorbehoud;4.94511594;Tuindorp Nieuwendam;2;3;300000;Zwaagstraat;52;230;Woonhuis;1926;1023AR
347;18-04-2018;['No'];52.3616691;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002356802/brederodestraat;Verkocht onder voorbehoud;4.86542743;Overtoomse Sluis;2;3;395000;Brederodestraat;59;181;Appartement;[];1054MX
348;29-03-2018;['Yes', 'De achtertuin ligt heerlijk op het westen waardoor je vanaf het middaguur tot in de late uurtjes van de zon kunt genieten! In de ochtend kun je heerlijk op het terras aan de voorzijde met een kopje koffie van de zon genieten. De voortuin heeft naast het iets hoger gelegen terras een eigen oprit daarnaast is er voldoene openbare parkeergelegenheid.'];52.32694386;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002341871/geerdinkhof;Verkocht onder voorbehoud;4.98091598;Bijlmer-Oost (E, G, K);[];5;450000;Geerdinkhof;142;486;Woonhuis;1978;1103RB
349;18-05-2018;['Yes', 'achtertuin'];52.38276305;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382126/admiraal-de-ruijterweg;Beschikbaar;4.85128456;Landlust;3;5;720000;Admiraal De Ruijterweg;140;457;Appartement;1913;1055ND
350;> 3 maanden;['No'];52.3364807;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002123756/gustav-mahlerlaan;Beschikbaar;4.87171773;Buitenveldert-West;1;1;400000;Gustav Mahlerlaan;48;180;Appartement;2014;1082MK
351;25-04-2018;['No'];52.35698439;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002364166/eastonstraat;Beschikbaar;4.81629218;Osdorp-Oost;3;4;215000;Eastonstraat;78;27573;Appartement;1962;1068HZ
352;25-05-2018;['No'];52.36166683;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002387116/eerste-weteringdwarsstraat;Beschikbaar;4.8899591;De Weteringschans;1;2;294000;Eerste Weteringdwarsstraat;36;92;Appartement;1983;1017TP
353;14-05-2018;['Yes', 'achtertuin'];52.39351999;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002376907/kamperfoelieweg;Beschikbaar;4.91428328;Volewijck;3;4;525000;Kamperfoelieweg;116;400;Woonhuis;1931;1032HN
354;01-05-2018;['No'];52.37597703;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002371578/bos-en-lommerplantsoen;Beschikbaar;4.84449931;De Kolenkit;1;1;175000;Bos en Lommerplantsoen;28;400;Appartement;2012;1055AA
355;29-04-2018;['No'];52.35151297;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002384935/karel-du-jardinstraat;Beschikbaar;4.89697125;Nieuwe Pijp;[];3;495000;Karel du Jardinstraat;74;200;Appartement;1921;1073TE
356;> 3 maanden;['Yes'];52.35940084;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002212618/alpert-van-metzhof;Beschikbaar;4.82542149;Slotervaart;3;4;370000;Alpert van Metzhof;87;200;Woonhuis;1956;1065AP
357;> 3 maanden;['Yes'];52.37264129;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002305039/wessel-gansfortstraat;Beschikbaar;4.80892462;Slotermeer-Zuidwest;3;5;430000;Wessel Gansfortstraat;90;200;Woonhuis;1955;1064NR
358;14-05-2018;['Yes', 'achtertuin'];52.34883956;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376848/kromme-leimuidenstraat;Verkocht onder voorbehoud;4.85046137;Hoofddorppleinbuurt;1;2;400000;Kromme Leimuidenstraat;60;205;Appartement;1929;1059EL
359;09-04-2018;['No'];52.35417032;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002350624/govert-flinckstraat;Verkocht onder voorbehoud;4.88765052;Oude Pijp;1;2;300000;Govert Flinckstraat;51;130;Appartement;1991;1072EB
360;08-05-2018;['No'];52.31835032;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002374334/kikkenstein;Beschikbaar;4.97278138;Bijlmer-Oost (E, G, K);[];4;239000;Kikkenstein;92;252;Appartement;1970;1104TS
361;18-05-2018;['No'];52.29420022;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382115/steenderenstraat;Beschikbaar;4.9831941;Gein;2;3;215000;Steenderenstraat;88;255;Appartement;1983;1107LD
362;> 3 maanden;['No'];52.36172896;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382143/ruimzicht;Beschikbaar;4.80868515;Osdorp-Oost;1;2;179500;Ruimzicht;52;160;Appartement;1967;1068CV
363;> 3 maanden;['No'];52.36181896;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002321741/utrechtsedwarsstraat;Beschikbaar;4.90061568;De Weteringschans;[];2;550000;Utrechtsedwarsstraat;52;250;Appartement;1998;1017WD
364;> 3 maanden;['No'];52.36985704;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002206833/witte-de-withstraat;Beschikbaar;4.85936961;De Krommert;[];2;520000;Witte de Withstraat;105;250;Appartement;[];1057ZH
365;05-04-2018;['Yes', 'voortuin'];52.38739907;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380060/kievitstraat;Beschikbaar;4.92100282;Nieuwendammerham;2;3;275000;Kievitstraat;49;181;Appartement;1920;1021VH
366;> 3 maanden;['No'];52.37736572;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002244824/burgemeester-roellstraat;Beschikbaar;4.80461874;Geuzenveld;2;3;235000;Burgemeester Roellstraat;85;259;Appartement;2004;1067XW
367;09-05-2018;['No'];52.3735812;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380057/erik-de-roodestraat;Beschikbaar;4.84418528;De Kolenkit;3;4;470000;Erik de Roodestraat;93;318;Appartement;[];1056AL
368;> 3 maanden;['No'];52.3822846;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002354813/wiltzanghlaan;Verkocht onder voorbehoud;4.85082034;Landlust;2;3;300000;Wiltzanghlaan;63;200;Appartement;1950;1055KH
369;> 3 maanden;['Yes', 'Nieuwe tuin 1'];52.37189904;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002205499/herengracht;Beschikbaar;4.8866873;Grachtengordel-West;3;4;795000;Herengracht;135;574;Appartement;1886;1016BV
370;> 3 maanden;['No'];52.32811631;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002306705/rupelmonde;Verkocht onder voorbehoud;4.85902957;Buitenveldert-West;1;2;290000;Rupelmonde;60;183;Appartement;1985;1081GP
371;> 3 maanden;['No'];52.3461978;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002231664/diezestraat;Verkocht onder voorbehoud;4.89183476;Scheldebuurt;3;4;800000;Diezestraat;133;487;Woonhuis;1906;1078JP
372;> 3 maanden;['No'];52.3974486;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376548/jisperveldstraat;Verkocht onder voorbehoud;4.94962118;Nieuwendam-Noord;2;3;275000;Jisperveldstraat;120;355;Appartement;1968;1024AE
373;> 3 maanden;['No'];52.37305222;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002362561/prins-hendrikkade;Verkocht onder voorbehoud;4.90688024;Nieuwmarkt/Lastage;2;4;650000;Prins Hendrikkade;155;442;Appartement;[];1011AV
374;17-04-2018;['No'];52.38517111;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002355733/groen-van-prinstererstraat;Beschikbaar;4.87137886;Staatsliedenbuurt;1;2;360000;Groen van Prinstererstraat;62;186;Appartement;1906;1051EE
375;20-05-2018;['No'];52.38934878;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002387623/van-heemskerckstraat;Beschikbaar;4.88565298;Spaarndammer- en Zeeheldenbuurt;[];2;310000;Van Heemskerckstraat;51;160;Appartement;1879;1013PA
376;23-03-2018;['Yes', 'achtertuin'];52.37841643;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002336369/prinsengracht;Beschikbaar;4.88699559;Grachtengordel-West;3;6;1500000;Prinsengracht;177;443;Appartement;[];1015DR
377;16-03-2018;['No'];52.3839694;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002332215/gibraltarstraat;Verkocht onder voorbehoud;4.84974241;Landlust;3;4;495000;Gibraltarstraat;113;361;Appartement;1937;1055NK
378;25-05-2018;['Yes', 'achtertuin'];52.35634787;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002387799/zwanebloemlaan;Beschikbaar;4.99039365;IJburg West;3;4;450000;Zwanebloemlaan;97;319;Woonhuis;2003;1087CD
379;01-05-2018;['No'];52.37782892;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002366838/rombout-hogerbeetsstraat;Bieding;4.87362312;Frederik Hendrikbuurt;1;2;275000;Rombout Hogerbeetsstraat;44;138;Appartement;1906;1052XC
380;06-03-2018;['No'];52.3692207;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002315605/rapenburgerstraat;Beschikbaar;4.90841942;Nieuwmarkt/Lastage;1;2;465000;Rapenburgerstraat;51;174;Appartement;1964;1011VK
381;10-04-2018;['No'];52.35955551;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002350341/sumatraplantsoen;Verkocht onder voorbehoud;4.94209702;Indische Buurt Oost;1;2;265000;Sumatraplantsoen;64;205;Appartement;1981;1095JB
382;> 3 maanden;['Yes', 'zonneterras'];52.36127644;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002286014/eerste-helmersstraat;Verkocht onder voorbehoud;4.86606332;Vondelbuurt;4;5;950000;Eerste Helmersstraat;164;420;Appartement;1899;1054EJ
383;23-03-2018;['No'];52.37468363;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002337927/van-karnebeekstraat;Beschikbaar;4.79841276;Geuzenveld;5;6;400000;Van Karnebeekstraat;143;560;Woonhuis;2010;1067RK
384;16-04-2018;['No'];52.34463582;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002355988/van-tuyll-van-serooskerkenweg;Beschikbaar;4.86103432;Stadionbuurt;4;6;815000;Van Tuyll van Serooskerkenweg;137;493;Appartement;[];1076JP
385;> 3 maanden;['Yes', 'achtertuin'];52.37713805;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002264732/goeman-borgesiusstraat;Beschikbaar;4.80037747;Geuzenveld;2;4;290000;Goeman Borgesiusstraat;94;223;Woonhuis;1957;1067LN
386;> 3 maanden;['No'];52.38182327;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002145498/van-beuningenstraat;Verkocht onder voorbehoud;4.87243124;Staatsliedenbuurt;2;3;475000;Van Beuningenstraat;84;250;Appartement;2005;1051XZ
387;10-04-2018;['Yes', 'achtertuin'];52.36398298;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002379110/borgerstraat;Verkocht onder voorbehoud;4.86227304;Van Lennepbuurt;1;2;325000;Borgerstraat;48;128;Appartement;[];1053PK
388;> 3 maanden;['No'];52.36685061;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002319467/geschutswerf;Verkocht onder voorbehoud;4.92033782;Oostelijke Eilanden/Kadijken;[];4;1100000;Geschutswerf;161;610;Appartement;[];1018AW
389;> 3 maanden;['No'];52.3731313;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002384519/burgemeester-cramergracht;Beschikbaar;4.83244307;Slotermeer-Zuidwest;2;3;215000;Burgemeester Cramergracht;64;215;Appartement;[];1064AG
390;> 3 maanden;['No'];52.29193966;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002375252/tielstraat;Beschikbaar;4.96893805;Holendrecht/Reigersbos;4;5;215000;Tielstraat;111;215;Appartement;1984;1107RA
391;23-05-2018;['No'];52.35595937;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002385072/pretoriusstraat;Beschikbaar;4.92539918;Transvaalbuurt;1;1;195000;Pretoriusstraat;26;74;Appartement;1908;1092GG
392;> 3 maanden;['Yes', 'ja'];52.33959154;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002384506/oogststraat;Beschikbaar;4.9415048;Betondorp;2;3;225000;Oogststraat;51;190;Appartement;1924;1097ZS
393;02-04-2018;['No'];52.34619373;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002344980/ardennenlaan;Beschikbaar;4.81148524;Sloten- en Riekerpolder;3;4;750000;Ardennenlaan;141;432;Appartement;1994;1066SE
394;> 3 maanden;['No'];52.40827435;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002248409/banne-buikslootlaan;Beschikbaar;4.91379717;Banne Buiksloot;2;3;350000;Banne Buikslootlaan;73;210;Woonhuis;2014;1034AB
395;28-03-2018;['No'];52.40598466;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002340940/statenjachtstraat;Verkocht onder voorbehoud;4.91623702;Banne Buiksloot;2;3;325000;Statenjachtstraat;92;277;Appartement;2010;1034GA
396;06-04-2018;['Yes', 'achtertuin'];52.34275909;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002348524/schaarbeekstraat;Verkocht onder voorbehoud;4.80753829;Sloten- en Riekerpolder;3;4;399069;Schaarbeekstraat;116;419;Woonhuis;1995;1066WH
397;> 3 maanden;['No'];52.37178582;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002341879/jacob-burggraafstraat;Verkocht onder voorbehoud;4.92287028;Oostelijke Eilanden/Kadijken;1;2;425000;Jacob Burggraafstraat;83;295;Appartement;2004;1018WA
398;> 3 maanden;['No'];52.36621744;https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002110426/tretjakovlaan;Verkocht onder voorbehoud;4.83195692;Slotervaart;[];3;339000;Tretjakovlaan;105;250;Opslagruimte;1998;1064PR
399;> 3 maanden;['Yes', 'ja'];52.30783327;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002381779/liendenhof;Beschikbaar;4.98277692;Nellestein;2;3;200000;Liendenhof;74;235;Appartement;1979;1108HT
400;03-04-2018;['No'];52.39322896;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002344425/waterlandplein;Beschikbaar;4.95443638;Nieuwendam-Noord;3;4;300000;Waterlandplein;98;319;Appartement;2010;1024NB
401;13-05-2018;['No'];52.35679618;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002375969/albert-cuypstraat;Beschikbaar;4.89876246;Oude Pijp;[];1;210000;Albert Cuypstraat;24;75;Appartement;2009;1073BR
402;14-05-2018;['No'];52.36738539;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377595/passeerdersstraat;Beschikbaar;4.87992545;Jordaan;2;3;500000;Passeerdersstraat;70;171;Appartement;1990;1016ZA
403;18-04-2018;['No'];52.38559265;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002356872/bickerswerf;Verkocht onder voorbehoud;4.8900874;Haarlemmerbuurt;3;4;675000;Bickerswerf;115;320;Appartement;2003;1013KX
404;> 3 maanden;['No'];52.32515691;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002298962/kanteel;Verkocht onder voorbehoud;4.88109722;Buitenveldert-Oost;2;3;460000;Kanteel;100;276;Appartement;1988;1083DB
405;08-05-2018;['Yes'];52.38274294;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002374750/ijplein;Beschikbaar;4.91182786;Ijplein/Vogelbuurt;2;3;325000;IJplein;72;25722;Appartement;1984;1021LR
406;17-05-2018;['Yes', 'achtertuin'];52.35259651;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002381243/tolstraat;Beschikbaar;4.90475319;Diamantbuurt;2;5;665000;Tolstraat;105;337;Appartement;[];1074VJ
407;> 3 maanden;['No'];52.37695924;https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0001044594/bogortuin;Beschikbaar;4.93591588;Oostelijk Havengebied;[];5;40000;Bogortuin;105;337;Opslagruimte;2000;1019PE
